ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0061138	morphogenesis of a branching epithelium	111	0.715436835889299	1.94903481688688	1.97516532041363e-05	0.00971063095708812	0.00917459566056247	224	tags=10%, list=2%, signal=10%	SIX1/CSF1/TGM2/IL10/SRC/HOXB7/ST14/SPINT1/PAK1/DDR1/MAGED1
GO:0006066	alcohol metabolic process	242	0.607427456626142	1.7727833418913	4.15802070522809e-05	0.0187388133115613	0.0177044144764712	1645	tags=21%, list=12%, signal=19%	SPR/SCNN1B/DHCR24/COQ2/DHRS3/APOL1/ALDH1A1/FDXR/CLN8/EPHX2/ABCG1/IMPA2/ASAH1/MSMO1/POR/IDH1/FDPS/GALK1/PECR/DEGS2/ALDH3A2/GBA2/DHCR7/CYB5R3/SCAP/NPC1/DHDDS/ALDH1B1/NSDHL/TPI1/RXRA/TM7SF2/ACLY/HDLBP/PMVK/ITPKC/PNPLA4/INPP5E/ARV1/LPCAT3/CH25H/DPAGT1/GBA/GPD2/SEC14L2/ALDH2/CYP51A1/LDLRAP1/TKFC/GDE1/PCBD1
GO:0001568	blood vessel development	481	0.526482546380307	1.61142426836887	4.86593644475747e-05	0.0202422956101911	0.0191249032411763	1328	tags=16%, list=10%, signal=15%	EPAS1/SIX1/ID1/MMP2/SRPX2/ITGAX/MYO1E/ENPP2/IL10/PTPRB/SOX4/RHOB/TYMP/SPINT1/NDST1/BAK1/GRN/AHR/PIK3R6/EGR1/ADAM8/WARS1/VAV2/BSG/ACTG1/RORA/MYDGF/HGS/SYK/ANXA2/IL6R/SERPINF1/TNF/NINJ1/PKM/NAXE/JMJD6/COL18A1/SAT1/NR4A1/TNFRSF12A/APOD/SHC1/RRAS/HSPB1/PDCL3/ZMIZ1/TMED2/RNH1/COL4A3/SARS1/ZC3H12A/NSDHL/PRDM1/PLK2/HIPK2/HSPG2/TNFAIP2/ANPEP/STAT1/SOCS3/GTF2I/PECAM1/GADD45A/GLUL/TGFBR2/CUL7/FOSL1/EDN1/CTSH/MAPK14/PML/BMPR2/HMOX1/STAT3
GO:0048514	blood vessel morphogenesis	422	0.532867766956276	1.6172909960633	5.86115553756985e-05	0.0209475574835241	0.0197912340441112	1328	tags=15%, list=10%, signal=14%	EPAS1/SIX1/ID1/MMP2/SRPX2/ITGAX/MYO1E/ENPP2/IL10/PTPRB/SOX4/RHOB/TYMP/BAK1/GRN/PIK3R6/ADAM8/WARS1/VAV2/BSG/ACTG1/RORA/MYDGF/HGS/SYK/ANXA2/SERPINF1/TNF/NINJ1/PKM/NAXE/JMJD6/COL18A1/SAT1/NR4A1/TNFRSF12A/APOD/SHC1/RRAS/HSPB1/PDCL3/ZMIZ1/RNH1/COL4A3/SARS1/ZC3H12A/PRDM1/PLK2/HIPK2/HSPG2/TNFAIP2/ANPEP/STAT1/GTF2I/GADD45A/GLUL/TGFBR2/CUL7/EDN1/CTSH/MAPK14/PML/BMPR2/HMOX1/STAT3
GO:0050777	negative regulation of immune response	152	0.648779755811491	1.82797753795396	6.16719997681862e-05	0.0209475574835241	0.0197912340441112	1329	tags=24%, list=10%, signal=22%	COL3A1/PDCD1/IL10/SRC/ISG15/LGALS3/GRN/USP18/AHR/HCK/PARP3/SAMHD1/FGL2/FCGR2B/SYK/OAS3/HAVCR2/SERPING1/SEC14L1/PSMB4/STAT2/CD96/TTLL12/CD59/OAS1/ZC3H12A/LOXL3/PLK2/FURIN/TNFRSF14/DHX58/UFD1/MAPK14/NLRC5/HMOX1/LILRB1
GO:1905330	regulation of morphogenesis of an epithelium	33	0.842701652022668	1.91200403360902	6.52115603344436e-05	0.0209475574835241	0.0197912340441112	558	tags=15%, list=4%, signal=15%	SIX1/ITGAX/HOXB7/MAGED1/TNF
GO:0048568	embryonic organ development	250	0.59077852486507	1.73542805304296	6.58484610243915e-05	0.0209475574835241	0.0197912340441112	622	tags=8%, list=5%, signal=7%	EPAS1/SLC44A4/SIX1/RUNX2/MFAP2/RARRES2/IL10/HOXB7/ST14/SPINT1/ID2/NAGLU/NDST1/ASB2/VPS52/AHI1/TNF/PBX4/ID3
GO:0001763	morphogenesis of a branching structure	120	0.68746499759285	1.89396842659839	8.80567367236699e-05	0.0256030845885838	0.0241897719933404	1489	tags=21%, list=11%, signal=19%	SIX1/CSF1/TGM2/IL10/SRC/HOXB7/ST14/SPINT1/PAK1/DDR1/MAGED1/TNF/LRRK2/TMED2/CTSZ/GZF1/PRDM1/SOCS3/TGFBR2/EDN1/CTSH/PML/VDR/KDM5B/RBM15
GO:1905332	positive regulation of morphogenesis of an epithelium	20	0.90074193118348	1.86071315200155	8.9951665529418e-05	0.0256030845885838	0.0241897719933404	224	tags=20%, list=2%, signal=20%	SIX1/ITGAX/HOXB7/MAGED1
GO:0034660	ncRNA metabolic process	439	-0.387382551435892	-1.51686165846268	9.93476410791719e-05	0.0268636021478081	0.0253807078841211	2977	tags=39%, list=23%, signal=31%	RPP30/RRS1/PARN/PIN4/METTL4/DDX54/WARS2/WDR12/QTRT1/TRMO/DDX17/METTL15/RPS19/UTP15/TARS3/TYW1/NAF1/NSUN4/HARS2/UTP6/EXOSC2/METTL5/TRDMT1/RIOK2/MRPL1/NFKB1/ALKBH8/WBP11/NOP58/MRTO4/TSEN15/MOCS3/XPO5/EPRS1/YARS2/WDR74/GATC/METTL18/GTPBP4/LARS1/DDX52/YTHDF2/RPS17/NHP2/INTS6/EXOSC8/ADAR/LYAR/DTD1/BRIX1/NSUN3/WDR36/LAS1L/RPS21/DIS3/NSA2/NSUN6/ADAT2/RPS24/PDCD11/ANG/RRP15/IMP4/LRRC47/RPF1/TSR2/MRM1/RNF113A/RPF2/XRN1/DDX47/INTS6L/WDR75/INTS9/RPL35A/RPP40/KHSRP/DPH3/EMG1/CDKAL1/DDX27/BUD23/TSEN2/SBDS/LARS2/PUS1/CLP1/THADA/SNU13/RPS27/SMAD2/RBM7/TOE1/TFB2M/NOB1/NSUN5/METTL2B/INTS12/RRP8/TRNT1/PUS7/RIOK1/RC3H1/HELQ/RPL7L1/CHD7/TUT7/TRMT2B/PRKRA/NOL10/PIH1D1/RRP1B/MDN1/TUT4/OSGEP/RSL1D1/TYW5/MPHOSPH6/RPS14/METTL16/RPS8/DICER1/TRMT10C/HNRNPA2B1/POP5/RPL7A/NOLC1/RPS7/DDX21/ESF1/RPL14/METTL8/TRMT13/SSB/NGDN/RPL11/RPS25/BMS1/RCL1/RPL27/DARS1/MTO1/NOL8/QRSL1/RPL7/DDX18/KAT2B/AGO2/RPS6/TYW1B/RPL10A/SART1/XRN2/ZNHIT3/PRKDC/DIMT1/HEATR1/PWP1/UTP4/KRR1/UTP23/SMAD3/RPL5/MTERF4/UTP25/QTRT2/DDX10/WDR43/UTP20/THUMPD2
GO:0044282	small molecule catabolic process	272	0.582726876090039	1.72335460001148	0.000118216166188389	0.0304434774641338	0.0287629709613254	1807	tags=23%, list=14%, signal=20%	CRYM/QPRT/ASRGL1/GALE/ABCD2/IMPA2/FUT8/BCKDK/AMDHD2/PGD/BDH2/ILVBL/GALK1/ACADS/GOT2/AHCY/HSD17B4/PLA2G15/BLMH/MFSD2A/PFKP/BAD/PNKD/HIBADH/HSD17B10/ACAT2/ACAD8/SESN2/IVD/RIDA/NAGK/ALDH6A1/GSTZ1/ECH1/SHMT1/ALDH1B1/UPP1/TPI1/ECHS1/CNR1/NUDT5/GLUL/GLUD1/NUDT1/ACOX1/SCP2/FOXK2/INPP5E/ETFB/ATP2B4/AIG1/OAT/GPD2/ALDH2/TKFC/ACSF3/PFKM/INPP5K/MCCC1/SLC27A4/ENOSF1/IL4I1/HK1
GO:0006979	response to oxidative stress	362	0.54197931407535	1.62902206296432	0.000155875417893963	0.0383170118168433	0.0362018793520238	1340	tags=17%, list=10%, signal=16%	EPAS1/MMP2/DHCR24/PON2/AIFM2/CLN8/NQO1/IL10/TRPM2/SRC/RHOB/BAK1/DUOX1/FOS/FUT8/PLK3/FOXO3/SFPQ/PDK2/NR4A3/IDH1/ARNTL/P4HB/PRDX5/KEAP1/IMPACT/DUSP1/NDUFS8/PCNA/PSMB5/ERO1A/GSTP1/BAD/CAPN2/ADPRS/SESN2/PRDX1/APOD/LRRK2/HSPB1/TXN2/HSPA1B/PRNP/RGS14/IPCEF1/SMPD3/ZC3H12A/IL18BP/COX1/LDHA/GSS/HSPA1A/STAT1/GPX3/OGG1/FOSL1/BNIP3/EDN1/PML/PRDX3/NUDT1/HMOX1/EZH2
