ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	Method
GO:0050670	regulation of lymphocyte proliferation	184	-0.621175697513094	-1.84055209918686	5.9620126240907e-05	0.0272066978553542	0.0255732708311936	1584	tags=26%, list=11%, signal=23%	SLC39A10/TFRC/TNFRSF13C/IL7/TNFRSF1B/TNFSF9/CD274/RPS3/GPR183/PRNP/SLAMF1/ARG2/TMEM131L/MYD88/ATM/IL27RA/SASH3/LGALS9/RASAL3/HLA-E/CCDC88B/INPP5D/TNFRSF13B/BTK/NCK1/FCRL3/LILRB1/BTN2A2/RAC2/IL2RA/MZB1/CD22/IKZF3/CORO1A/PTPRC/HLA-DMB/HLA-DRB1/HLA-DPA1/HLA-DPB1/CDKN1A/CD74/PTPN6/CD40/FCGR2B/SYK/BLK/RIPK2/DNAJA3	GSEA GO BP
GO:0032735	positive regulation of interleukin-12 production	34	-0.852733287109624	-2.05899072935833	6.23676727419511e-05	0.0272066978553542	0.0255732708311936	187	tags=29%, list=1%, signal=29%	LGALS9/CCR7/IRF5/SCIMP/CD40/IL16/SYK/LAPTM5/RIPK2/IRF8	GSEA GO BP
GO:0003012	muscle system process	296	0.689219560261894	1.90030010429701	7.19000595849493e-05	0.0291246598504463	0.0273760828374574	844	tags=10%, list=6%, signal=9%	PLN/GUCY1A1/HEY2/EDNRA/SLMAP/GAMT/TPM4/MYL6/VEGFB/GSTO1/TMOD3/P2RX4/ASB3/CALM1/SMTN/DAG1/ROCK1/JARID2/GSN/KLF4/ATP1B1/CALD1/DMD/CTTN/PARP2/AGT/MYLK/EDNRB/ENO1	GSEA GO BP
GO:0050853	B cell receptor signaling pathway	53	-0.78925285821865	-2.00381685319228	0.000100252391280424	0.0379020873967525	0.0356265339960751	546	tags=32%, list=4%, signal=31%	CD79A/BLNK/PIK3CD/BTK/FCRL3/CD22/PTPRC/CD19/BANK1/MS4A1/LPXN/PTPN6/FCGR2B/LAT2/SYK/CD79B/BLK	GSEA GO BP
GO:0003018	vascular process in circulatory system	201	0.746688978425321	1.97632330567969	0.000114597289392053	0.0406175767588956	0.0381789916764049	30	tags=2%, list=0%, signal=2%	GUCY1A1/GPR4/EDNRA/FABP5	GSEA GO BP
GO:0032944	regulation of mononuclear cell proliferation	185	-0.620304870833988	-1.84326068243749	0.000140612788741728	0.0467193525474209	0.0439144310017057	1584	tags=26%, list=11%, signal=23%	SLC39A10/TFRC/TNFRSF13C/IL7/TNFRSF1B/TNFSF9/CD274/RPS3/GPR183/PRNP/SLAMF1/ARG2/TMEM131L/MYD88/ATM/IL27RA/SASH3/LGALS9/RASAL3/HLA-E/CCDC88B/INPP5D/TNFRSF13B/BTK/NCK1/FCRL3/LILRB1/BTN2A2/RAC2/IL2RA/MZB1/CD22/IKZF3/CORO1A/PTPRC/HLA-DMB/HLA-DRB1/HLA-DPA1/HLA-DPB1/CDKN1A/CD74/PTPN6/CD40/FCGR2B/SYK/BLK/RIPK2/DNAJA3	GSEA GO BP
GO:0010453	regulation of cell fate commitment	16	-0.911958970393468	-1.900229292983	0.000148289251605286	0.0467193525474209	0.0439144310017057	8	tags=12%, list=0%, signal=13%	TBX21/LMO4	GSEA GO BP
GO:0005201	extracellular matrix structural constituent	124	0.834804632900324	2.14616529507855	1.5529180834164e-05	0.00910855266022315	0.00895372778395886	74	tags=3%, list=1%, signal=3%	LTBP1/MUC3A/BGN/LAMA5	GSEA GO MF
GO:0140375	immune receptor activity	110	-0.722299256707693	-2.00868292587275	1.77209195724186e-05	0.00910855266022315	0.00895372778395886	978	tags=21%, list=7%, signal=20%	HLA-DOB/IL2RG/LILRA4/HLA-DQB2/CXCR4/HLA-DQB1/CCR6/IL27RA/EPOR/CCR7/CD44/IL1RAP/LILRB1/HLA-DRA/IL2RA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1/FCGR2B/HLA-DOA/IL10RA/CXCR3	GSEA GO MF
GO:0016849	phosphorus-oxygen lyase activity	17	0.951227961140913	2.12173910773181	7.873095393218e-05	0.026978473547427	0.0265199002718922	5	tags=6%, list=0%, signal=6%	GUCY1A1	GSEA GO MF
GO:0017147	Wnt-protein binding	21	0.945852136738558	2.19346956674367	0.000144286550872467	0.037081643574224	0.0364513391677811	23	tags=10%, list=0%, signal=10%	FRZB/RECK	GSEA GO MF
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	14	0.950106000523142	2.10195758486373	0.000199048311509347	0.0386504177822869	0.0379934477483058	2	tags=7%, list=0%, signal=7%	LTBP1	GSEA GO MF
GO:0009975	cyclase activity	16	0.950154078214109	2.12497325005495	0.000225586096005566	0.0386504177822869	0.0379934477483058	5	tags=6%, list=0%, signal=6%	GUCY1A1	GSEA GO MF
GO:0098552	side of membrane	442	-0.508751395188079	-1.64203382369524	0.000110571120921054	0.0475515404794622	0.0455038664875237	862	tags=12%, list=6%, signal=12%	EPM2AIP1/CD48/HLA-DQB2/CXCR4/HLA-DQB1/RASA3/CCR6/IL27RA/CD1C/RASAL3/CCR7/LITAF/HLA-E/CD79A/FGR/B4GALT1/HLA-F/TNF/FCER2/HSPA8/CD69/LILRB1/BTN2A2/HLA-DRA/PTPN1/IL2RA/CYTH1/CD22/PTPRC/TRAF3/HLA-DRB1/CD19/HLA-DRB5/HLA-DPA1/HLA-DPB1/MS4A1/CD74/HLA-DQA1/CD83/CD40/EZR/FCGR2B/GNB5/SYK/CD79B/CNR2/BTN3A1/LY9/BLK/KCNAB2/MTSS1/CLEC2D/CXCR3	GSEA GO CC
GO:0030139	endocytic vesicle	277	-0.554294386035131	-1.7240079157195	0.000200340204892467	0.0475515404794622	0.0455038664875237	1202	tags=19%, list=8%, signal=18%	UNC93B1/SLAMF1/TAPBP/APPL1/LPAR2/DVL2/TAP1/UBB/RAB7A/PLD4/RAB8B/DNM2/SRGAP2/BECN1/SNAP23/ATG5/HLA-DQB2/RAB11FIP1/HLA-DQB1/CYBA/NCF4/M6PR/HLA-E/EHD4/HLA-F/STX4/HSPH1/VPS11/UBC/FLOT2/HLA-DRA/CTSS/RAC2/ADAM8/CORO1A/HLA-DRB1/HLA-DRB5/HLA-DPA1/SCIMP/HLA-DPB1/HGS/CD74/ATG14/TCIRG1/RABEP1/HLA-DQA1/STX7/NCF1/SYK/RAB14/ZDHHC5/HVCN1/MTSS1	GSEA GO CC
GO:0032982	myosin filament	11	0.98531766433838	2.01627467483414	0.000211120113883663	0.0475515404794622	0.0455038664875237	1	tags=9%, list=0%, signal=9%	ACTG2	GSEA GO CC
GO:0030312	external encapsulating structure	364	0.628508642486938	1.74138028265714	0.000274467766115222	0.0475515404794622	0.0455038664875237	1571	tags=14%, list=11%, signal=13%	LTBP1/TIMP3/BGN/ADAMTS4/S100A4/LAMA5/LGALS1/HSP90B1/ANXA5/LMAN1/ANXA2/AEBP1/CD248/DAG1/PLSCR1/S100A6/TIMP1/THBS1/COL6A2/S100A10/SPON2/GLG1/CSTB/AGT/ANXA1/CD151/CTSB/PKM/LAMC1/SERPINA1/CTSL/LGALS3BP/ERBIN/MFAP1/ADAMTS1/LGALS3/COL1A1/SDC2/VASN/TFIP11/CTSD/FN1/SERPING1/MMP9/VEGFA/CTHRC1/OLFML2A/SPOCK2/POMZP3/ANG/ANGPT2	GSEA GO CC
GO:0005796	Golgi lumen	55	0.888079193070004	2.14247851568515	0.000357699218230159	0.0495771116467	0.0474422121021053	22	tags=4%, list=0%, signal=4%	MUC3A/BGN	GSEA GO CC
